FLastName, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
ac255ca48b354879af8abb99e62c6809aae98b9150db99007247b3399925c613b09c5, 1,8/29/2024 11:02,8/29/2024 11:05,,8,MC,,Is your answer to this question 'no'?,FALSE,1,yes,UnChecked,0,1
fa7ca25077a3380c2bee4f14d72db10acbc53384ccd592f605a0983e4763944063aef, 1,8/29/2024 11:02,8/29/2024 11:05,,8,MC,,Is your answer to this question 'no'?,FALSE,1,no,Checked,0,1
b6e69ab620837cb0f52a80f7089f28851a1153e7f9458417d7c0d3c83e740b23e3afd, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,s,UnChecked,0,1
451c576ebc2468eaaea9063bdaf1e195f91c322e829531a44b81fed88864132767951, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,c,Checked,0,1
8bfb4fc0fcd4c12a68c0ce46de490b13d4a9b0ca9b1cc1ef6c235b575975318f71b5b, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,a,UnChecked,0,1
462969bf901e04efdfbd8266c7c481b313fb252607720b703a19092772b6db3ad21a3, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,p,UnChecked,0,1
d660c67f2fb370b3ab0b8252f40a66dff462f2eb42bfe9a2b4222a35b58fa67e74153, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,coca cola,UnChecked,1,1
7c1246e8f05b4d2ca4acd6c9ce3d00a6ead3ec8c2044f47d48d1e652a718d4ed551eb, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,ice cream,Checked,1,1
abeb45b0ab04147c67a05193a850f09df252c6c3a70eb9dbc5b108fbafc3a792a2b7c, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,a popsicle,UnChecked,1,1
ebe6c3d376cd0747ad4537c840442a54e53a12a8a41de2872f6170b9358b40c6f22f4, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,frozen yogurt,UnChecked,1,1
ab25bb56702d4c06ec56f6b3cbd007b984a6b1678605ea4279ff735250954482649bd, 1,8/29/2024 11:02,8/29/2024 11:05,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,38,UnChecked,0,1
8850f4694d3c786fe488a8f80511001124465eead695311b02395a4a6ea28438c07ce, 1,8/29/2024 11:02,8/29/2024 11:05,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,39,UnChecked,0,1
cc9e3f03c3f8a1f53b4bac205f3e824c8a588304f9eb9532ee85a886142044e5fc215, 1,8/29/2024 11:02,8/29/2024 11:05,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,40,Checked,0,1
17b37893e8cadf34cfd01065832d0d9b4160f32aaf0a538efbbfd1454ee8fe81dcde4, 1,8/29/2024 11:02,8/29/2024 11:05,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,41,UnChecked,0,1
dafbb38cdfcd8db161f94e09e41301c0398bb784179e8efd643be7c11c539ed1e0ee3, 1,8/29/2024 11:02,8/29/2024 11:05,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1
1db4d5df14ace21b5fd44cb5b1840cc7d13aad7bcb756e0412d9c05eae9a0c305b7eb, 1,8/29/2024 11:02,8/29/2024 11:05,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,UnChecked,0,1
458016dbe725c78a6ada065e068bdfe55e609576d834988768f4f994b891088e47381, 1,8/29/2024 11:02,8/29/2024 11:05,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,UnChecked,0,1
54044e0d4c840d16aeed5a6879f415265e447c5d1bc7b1a74f069889a00403b1a891c, 1,8/29/2024 11:02,8/29/2024 11:05,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,Checked,0,1
81fca030b7cd8a883ca47a096f530faf9fa6ebbb0cd6eb1c6e6f23d6e43175f6efde9, 1,8/29/2024 11:02,8/29/2024 11:05,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,UnChecked,0,1
19e75f1f4b82dbe1541d0af65d0d1cd55657d88aa5d46d132d41e5de6b1ca064a0261, 1,8/29/2024 11:02,8/29/2024 11:05,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,Checked,0,1
b7b818fbd6f9a6a34a17fa6c1feaddb6016e58dd4eb1cca28da5531dec5a3abaa5657, 1,8/29/2024 11:02,8/29/2024 11:05,,4,MC,,How many letters are in the alphabet?,FALSE,1,11,UnChecked,0,1
f07eda218e3a455a4ed64d66fc3f0e1b02ffb3730f303d3e466ba271094b9ada5d99f, 1,8/29/2024 11:02,8/29/2024 11:05,,4,MC,,How many letters are in the alphabet?,FALSE,1,7,UnChecked,0,1
e1016a5b95db2485d7d61f1fb4e83b4e6c4ca1793532761df2a2eec31e369533b7e40, 1,8/29/2024 11:02,8/29/2024 11:05,,4,MC,,How many letters are in the alphabet?,FALSE,1,26,Checked,0,1
538b1413cd2b2e2682b54527a0cab1025766a4e02d352008029418f332efef95144ea, 1,8/29/2024 11:02,8/29/2024 11:05,,4,MC,,How many letters are in the alphabet?,FALSE,1,11010,UnChecked,0,1
a93b20a1630eb529e16288c44e3a374878d4d65acacb8bc1ada34497d3b184829dfc4, 1,8/29/2024 11:02,8/29/2024 11:05,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Disney sues you,UnChecked,1,1
3ea3d294694a294bdb3d651d8f0ecaef27a4fade3da7438a1897a947099976a39644a, 1,8/29/2024 11:02,8/29/2024 11:05,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Paul Bettany joins you,UnChecked,1,1
1221df95276ae12b2d031696a829f8fb9705eef6acc1cea246798b6b5631c972545ac, 1,8/29/2024 11:02,8/29/2024 11:05,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,You have two ships,Checked,1,1
c5d8333035e2b0ef10887bdeb8416d85e707c0aebff65062032d83d19645da9c527e6, 1,8/29/2024 11:02,8/29/2024 11:05,,6,T/F,,Something can be both New and Improved,FALSE,1,TRUE,Checked,0,1
252a9232e54824a8cf407376e68bd6648d9c6b38527f5d300c55c71b6eb23788e242d, 1,8/29/2024 11:02,8/29/2024 11:05,,6,T/F,,Something can be both New and Improved,FALSE,1,FALSE,UnChecked,0,1
3f426be9c644024368e9d70c58f4c999bfa76546277c9454cc122a75ab686a6330de0, 1,8/29/2024 11:02,8/29/2024 11:05,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 1,Paul,0,1
4c6971dae5a7a1de9b3cf5e424d4ccce182ab69ce04a2426ac1c3690e63413b630ca6, 1,8/29/2024 11:02,8/29/2024 11:05,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 2,Joe,0,1
42d23dc2db26e1b7b20eae2a64538e28f08f2e36e4e256ff0e3b43a2530e7c2969719, 1,8/29/2024 11:02,8/29/2024 11:05,,8,MC,,Is your answer to this question 'no'?,FALSE,1,yes,Checked,1,1
8d3043e84c279cc1629291de6cda488fa9473a2117a3a6a63975eece90a7cfec816bb, 1,8/29/2024 11:02,8/29/2024 11:05,,8,MC,,Is your answer to this question 'no'?,FALSE,1,no,UnChecked,1,1
dc81508fd655ffaebf84eeaf7c10fe22000ad5828924285d20b12213248c613a1e950, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,s,UnChecked,0,1
e7fa55fd44cb43d61afa833db4a8a6951544fb1f6b097338551feda5f8c808ef1271d, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,c,Checked,0,1
7c28fc9ac7de8e5ffde64ef49a9deb327bc8e76d53d44ad7ad02ee42d5dae691ac7ad, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,a,UnChecked,0,1
1baa5efcd871b96c39bdcb8640813ed86fae31eb7b7d1d452d47ccdd418b8eae6f8d5, 1,8/29/2024 11:02,8/29/2024 11:05,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,p,UnChecked,0,1
ff6d26ad85d9c2266e70e9428c5bdad29172dee6efaedab4a86c399a896b4148b1507, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,a popsicle,UnChecked,1,1
89e05795a5cd3fc62f5773f6c994f06e4fe4bf4b4211370a19973eb94e9c4a55562bf, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,coca cola,UnChecked,1,1
ea7677260c1e569a962430a01c2a370b73a12c2e4c14d75142206b38205cff1fe0d94, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,frozen yogurt,UnChecked,1,1
7efd834bea2906db894ab1d89ebc792f56466533cf5d449457fbdfc070d6daac2f27e, 1,8/29/2024 11:02,8/29/2024 11:05,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,ice cream,Checked,1,1
90f8754f4e4e378627d12d4a1a04d72f03e0044f5125e30d52b0144fe482686fa62d6, 1,8/29/2024 11:02,8/29/2024 11:04,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,38,UnChecked,0,1
4ec8c55f3e49ca8fdaf39f995ec238ad450065c6bfa036cf898b43a13c1e6492b306c, 1,8/29/2024 11:02,8/29/2024 11:04,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,39,UnChecked,0,1
fdb39a7e08ab80ff1621921f91c735e07fa82d701fe02e7ea6f65e605d61305b09d59, 1,8/29/2024 11:02,8/29/2024 11:04,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,40,Checked,0,1
21fb742e4f2d2dd5e86c523a970cbb2c66759caf4ce02b9f71e89c866a439b33ada82, 1,8/29/2024 11:02,8/29/2024 11:04,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,41,UnChecked,0,1
89648e46c72b48e67799e286b82daa64df357a1c753a23752859a679172253410a272, 1,8/29/2024 11:02,8/29/2024 11:04,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1
e170f6fab66ddfc5210b224f8bc32ebe483ebc5d1800272c2831be416d01b8121a94a, 1,8/29/2024 11:02,8/29/2024 11:04,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,UnChecked,0,1
f583bd286cd1c0adebec1c514da41f19df3f6ea38b8efba08545b8c916a6cdbc886ae, 1,8/29/2024 11:02,8/29/2024 11:04,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,UnChecked,0,1
f92e8d298a5e65fe613f1f504c39e76f4915808b81267173c46826deb3f0986d30e57, 1,8/29/2024 11:02,8/29/2024 11:04,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,Checked,0,1
801ed0c2976c3436a172fd1ff5f144fb2544ec2aacfaa09965b3e9261935f6d97eafa, 1,8/29/2024 11:02,8/29/2024 11:04,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,UnChecked,0,1
dbe701f881b2938b30d0bfa1da02e9e28ea25ae42ff4cd9606f9e104469dff43549f3, 1,8/29/2024 11:02,8/29/2024 11:04,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,Checked,0,1
56998a78c69654044f8b5c9f68fe2712e3947a0b7670b0d9b70f8161a8c4b2d116834, 1,8/29/2024 11:02,8/29/2024 11:04,,4,MC,,How many letters are in the alphabet?,FALSE,1,11,UnChecked,0,1
9f9c25549b41bbf264c9da07d73eac975dad6c0a56509b7d23c76314ecace76a33ad8, 1,8/29/2024 11:02,8/29/2024 11:04,,4,MC,,How many letters are in the alphabet?,FALSE,1,7,UnChecked,0,1
acf03cfd65278d460da9ce5f278a788f95f8ecd8b909d7c1bdc2a7150f9dac0acf3f7, 1,8/29/2024 11:02,8/29/2024 11:04,,4,MC,,How many letters are in the alphabet?,FALSE,1,26,UnChecked,0,1
c1b3bb4d329e8de354be5a770b0dd6e0c84b04f97b05bc10a797ca7d41058bb6058f4, 1,8/29/2024 11:02,8/29/2024 11:04,,4,MC,,How many letters are in the alphabet?,FALSE,1,11010,Checked,0,1
099e23f8de11e60ba22a25466bc29f3411f4a183917510662c111d49b01c7b69c07d7, 1,8/29/2024 11:02,8/29/2024 11:04,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Disney sues you,UnChecked,1,1
cf7d1cec671eedcdf9ad340a8379b7e79b3ffa86fd7b643cb2ee11bb39bea7dc663e9, 1,8/29/2024 11:02,8/29/2024 11:04,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Paul Bettany joins you,UnChecked,1,1
d31ba0ab7b2b4e19b6777ee411fbe1c996dc894fb24b6b76a1fd8015990328c0d9933, 1,8/29/2024 11:02,8/29/2024 11:04,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,You have two ships,Checked,1,1
d9346574612f4f588fbf9f4f2d3d6917e0cac5966acf2425fe60153f16a670555caf9, 1,8/29/2024 11:02,8/29/2024 11:04,,6,T/F,,Something can be both New and Improved,FALSE,1,TRUE,Checked,0,1
a45a962e681cd2e3d247b08d1c8e26bef08296efed14173cae85cf39f2efe9b8b9ad9, 1,8/29/2024 11:02,8/29/2024 11:04,,6,T/F,,Something can be both New and Improved,FALSE,1,FALSE,UnChecked,0,1
d59b825a16cde439379f2da0157cc46ecc1610e6c1ac316fafe7f82a26257b1591741, 1,8/29/2024 11:02,8/29/2024 11:04,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 1,Carl,0,1
